SYMBOL,CURRENCY,COMPANY NAME,GICS INDUSTRY GROUP,STOCK TYPE,PE,ASX200 WEIGHT,SHORTSELL%,VOLUME-ABOVE-AVG,VALUE($),LASTCLOSE,CHANGEPCT%,REPORTDATE,RECORDDATE
WY,USD,WEYERHAEUSER CO,,,,,,,,,,2021-04-30,2021-07-13
ASX-ATH,AUD,ALTERITY THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.2,0.0,0.02%,6877.01%,"1,729,797",0.0324,11.11%,2021-04-30,2021-07-13
AIG,USD,AMERICAN INTERNATIONAL GROUP INC,,,,,,,,,,2021-05-03,2021-07-13
DVN,USD,DEVON ENERGY CORP,,,,,,,,,,2021-05-03,2021-07-13
D,USD,DOMINION ENERGY INC,,,,,,,,,,2021-05-03,2021-07-13
ITW,USD,ILLINOIS TOOL WORKS INC,,,,,,,,,,2021-05-03,2021-07-13
NEM,USD,NEWMONT CORPORATION,,,,,,,,,,2021-05-03,2021-07-13
OXY,USD,OCCIDENTAL PETROLEUM CORP,,,,,,,,,,2021-05-03,2021-07-13
DIS,USD,WALT DISNEY CO,,,,,,,,,,2021-05-03,2021-07-13
EQR,USD,EQUITY RESIDENTIAL,,,,,,,,,,2021-05-03,2021-07-13
O,USD,REALTY INCOME CORP,,,,,,,,,,2021-05-03,2021-07-13
QGEN,USD,QIAGEN NV,,,,,,,,,,2021-05-03,2021-07-13
ENPH,USD,ENPHASE ENERGY INC,,,,,,,,,,2021-05-03,2021-07-13
ASX-WBC,AUD,WESTPAC BANKING CORP,Banks,ASX200,0.0,3.63,0.01%,0.00%,"145,217,322",,-0.63%,2021-05-03,2021-07-13
AWK,USD,AMERICAN WATER WORKS COMPANY INC,,,,,,,,,,2021-05-03,2021-07-13
SEDG,USD,SOLAREDGE TECHNOLOGIES INC,,,,,,,,,,2021-05-03,2021-07-13
DHR,USD,DANAHER CORP,,,,,,,,,,2021-05-04,2021-07-13
MET,USD,METLIFE INC,,,,,,,,,,2021-05-04,2021-07-13
PRU,USD,PRUDENTIAL FINANCIAL INC,,,,,,,,,,2021-05-04,2021-07-13
AVB,USD,AVALONBAY COMMUNITIES INC,,,,,,,,,,2021-05-04,2021-07-13
ESS,USD,ESSEX PROPERTY TRUST INC,,,,,,,,,,2021-05-04,2021-07-13
SHOP,USD,SHOPIFY INC,,,,,,,,,,2021-05-04,2021-07-13
WM,USD,WASTE MANAGEMENT INC,,,,,,,,,,2021-05-04,2021-07-13
AWK,USD,AMERICAN WATER WORKS COMPANY INC,,,,,,,,,,2021-05-04,2021-07-13
PYPL,USD,PAYPAL HOLDINGS INC,,,,,,,,,,2021-05-04,2021-07-13
DDD,USD,3D SYSTEMS CORP,,,,,,,,,,2021-05-04,2021-07-13
PACB,USD,PACIFIC BIOSCIENCES OF CALIFORNIA INC,,,,,,,,,,2021-05-04,2021-07-13
BPMC,USD,BLUEPRINT MEDICINES CORP,,,,,,,,,,2021-05-04,2021-07-13
SRPT,USD,SAREPTA THERAPEUTICS INC,,,,,,,,,,2021-05-04,2021-07-13
ALNY,USD,ALNYLAM PHARMACEUTICALS INC,,,,,,,,,,2021-05-04,2021-07-13
CVS,USD,CVS HEALTH CORP,,,,,,,,,,2021-05-04,2021-07-13
SEDG,USD,SOLAREDGE TECHNOLOGIES INC,,,,,,,,,,2021-05-04,2021-07-13
RUN,USD,SUNRUN INC,,,,,,,,,,2021-05-04,2021-07-13
SQ,USD,SQUARE INC,,,,,,,,,,2021-05-04,2021-07-13
VMC,USD,VULCAN MATERIALS CO,,,,,,,,,,2021-05-04,2021-07-13
ASX-ANZ,AUD,AUSTRALIA AND NEW ZEALAND BANKING GROUP LTD,Banks,ASX200,0.0,2.97,0.01%,51635.18%,"166,352,450",,-0.32%,2021-05-04,2021-07-13
PFE,USD,PFIZER INC,,,,,,,,,,2021-05-04,2021-07-13
DVN,USD,DEVON ENERGY CORP,,,,,,,,,,2021-05-04,2021-07-13
D,USD,DOMINION ENERGY INC,,,,,,,,,,2021-05-04,2021-07-13
COP,USD,CONOCOPHILLIPS,,,,,,,,,,2021-05-04,2021-07-13
BEN,USD,FRANKLIN RESOURCES INC,,,,,,,,,,2021-05-04,2021-07-13
HST,USD,HOST HOTELS & RESORTS INC,,,,,,,,,,2021-05-04,2021-07-13
PTCT,USD,PTC THERAPEUTICS INC,,,,,,,,,,2021-05-04,2021-07-13
NVTA,USD,INVITAE CORP,,,,,,,,,,2021-05-04,2021-07-13
BMY,USD,BRISTOL-MYERS SQUIBB CO,,,,,,,,,,2021-05-05,2021-07-13
EOG,USD,EOG RESOURCES INC,,,,,,,,,,2021-05-05,2021-07-13
GM,USD,GENERAL MOTORS CO,,,,,,,,,,2021-05-05,2021-07-13
DLR,USD,DIGITAL REALTY TRUST INC,,,,,,,,,,2021-05-05,2021-07-13
HST,USD,HOST HOTELS & RESORTS INC,,,,,,,,,,2021-05-05,2021-07-13
ROKU,USD,ROKU INC,,,,,,,,,,2021-05-05,2021-07-13
BKNG,USD,BOOKING HOLDINGS INC,,,,,,,,,,2021-05-05,2021-07-13
XONE,USD,EXONE CO,,,,,,,,,,2021-05-05,2021-07-13
EXC,USD,EXELON CORP,,,,,,,,,,2021-05-05,2021-07-13
MET,USD,METLIFE INC,,,,,,,,,,2021-05-05,2021-07-13
EMR,USD,EMERSON ELECTRIC CO,,,,,,,,,,2021-05-05,2021-07-13
SSYS,USD,STRATASYS LTD,,,,,,,,,,2021-05-05,2021-07-13
RUN,USD,SUNRUN INC,,,,,,,,,,2021-05-05,2021-07-13
ASX-ECX,AUD,ECLIPX GROUP LTD,Diversified Financials,NORMAL,0.0,0.0,0.00%,339.45%,"437,053",,-0.91%,2021-05-05,2021-07-13
PYPL,USD,PAYPAL HOLDINGS INC,,,,,,,,,,2021-05-05,2021-07-13
CDNA,USD,CAREDX INC,,,,,,,,,,2021-05-05,2021-07-13
SRPT,USD,SAREPTA THERAPEUTICS INC,,,,,,,,,,2021-05-05,2021-07-13
EXC,USD,EXELON CORP,,,,,,,,,,2021-05-06,2021-07-13
VTR,USD,VENTAS INC,,,,,,,,,,2021-05-06,2021-07-13
ASX-NAB,AUD,NATIONAL AUSTRALIA BANK LTD,Banks,ASX200,0.0,3.32,0.01%,1812.56%,"165,702,749",,-0.50%,2021-05-06,2021-07-13
ASX-REA,AUD,REA GROUP LTD,Media & Entertainment,ASX200,0.0,0.78,0.02%,0.00%,"25,554,549",,-2.60%,2021-05-06,2021-07-13
SQ,USD,SQUARE INC,,,,,,,,,,2021-05-06,2021-07-13
EOG,USD,EOG RESOURCES INC,,,,,,,,,,2021-05-06,2021-07-13
PRLB,USD,PROTO LABS INC,,,,,,,,,,2021-05-06,2021-07-13
ROKU,USD,ROKU INC,,,,,,,,,,2021-05-06,2021-07-13
AIG,USD,AMERICAN INTERNATIONAL GROUP INC,,,,,,,,,,2021-05-06,2021-07-13
ASX-MQG,AUD,MACQUARIE GROUP LTD,Diversified Financials,ASX200,0.0,2.27,0.01%,140.90%,"148,799,363",,-1.90%,2021-05-07,2021-07-13
ASX-PDL,AUD,PENDAL GROUP LTD,Diversified Financials,ASX200,0.0,0.12,0.02%,134.30%,"9,547,114",,-2.26%,2021-05-07,2021-07-13
ASX-REA,AUD,REA GROUP LTD,Media & Entertainment,ASX200,0.0,0.78,0.02%,0.00%,"25,554,549",,-2.60%,2021-05-07,2021-07-13
VTR,USD,VENTAS INC,,,,,,,,,,2021-05-07,2021-07-13
ASX-CIM,AUD,CIMIC GROUP LTD,Capital Goods,ASX200,0.0,0.47,0.04%,0.00%,"5,742,318",,-0.91%,2021-05-09,2021-07-13
ASX-CSR,AUD,CSR LTD,Materials,ASX200,0.0,0.12,0.03%,161.75%,"22,100,432",,-6.61%,2021-05-09,2021-07-13
DUK,USD,DUKE ENERGY CORP,,,,,,,,,,2021-05-10,2021-07-13
SPG,USD,SIMON PROPERTY GROUP INC,,,,,,,,,,2021-05-10,2021-07-13
ASX-IPL,AUD,INCITEC PIVOT LTD,Materials,ASX200,0.0,0.22,0.03%,537.75%,"15,771,548",,-2.05%,2021-05-10,2021-07-13
OXY,USD,OCCIDENTAL PETROLEUM CORP,,,,,,,,,,2021-05-10,2021-07-13
DDD,USD,3D SYSTEMS CORP,,,,,,,,,,2021-05-10,2021-07-13
ASX-PDL,AUD,PENDAL GROUP LTD,Diversified Financials,ASX200,0.0,0.12,0.02%,134.30%,"9,547,114",,-2.26%,2021-05-10,2021-07-13
EA,USD,ELECTRONIC ARTS INC,,,,,,,,,,2021-05-11,2021-07-13
ASX-GNC,AUD,GRAINCORP LTD,Food & Staples Retailing,ASX200,0.0,0.06,0.04%,4122.61%,"5,635,361",,0.20%,2021-05-11,2021-07-13
ASX-PDL,AUD,PENDAL GROUP LTD,Diversified Financials,ASX200,0.0,0.12,0.02%,134.30%,"9,547,114",,-2.26%,2021-05-11,2021-07-13
ASX-CSR,AUD,CSR LTD,Materials,ASX200,0.0,0.12,0.03%,161.75%,"22,100,432",,-6.61%,2021-05-11,2021-07-13
SSYS,USD,STRATASYS LTD,,,,,,,,,,2021-05-12,2021-07-13
ASX-AST,AUD,AUSNET SERVICES LTD,Utilities,ASX200,0.0,0.38,0.01%,17796.26%,"9,529,896",,-0.57%,2021-05-12,2021-07-13
ASX-OGC,AUD,OCEANAGOLD CORP,Materials,NORMAL,0.0,0.0,0.00%,0.00%,"569,956",,-1.95%,2021-05-12,2021-07-13
LMND,USD,LEMONADE INC,,,,,,,,,,2021-05-12,2021-07-13
ASX-CSR,AUD,CSR LTD,Materials,ASX200,0.0,0.12,0.03%,161.75%,"22,100,432",,-6.61%,2021-05-12,2021-07-13
ASX-ORI,AUD,ORICA LTD,Materials,ASX200,0.0,0.41,0.08%,21.19%,"20,068,792",,-2.57%,2021-05-13,2021-07-13
ASX-XRO,AUD,XERO LTD,Software & Services,ASX200,0.0,0.71,0.02%,0.00%,"56,467,426",,-1.84%,2021-05-13,2021-07-13
DIS,USD,WALT DISNEY CO,,,,,,,,,,2021-05-13,2021-07-13
BABA,USD,ALIBABA GROUP HOLDING LTD,,,,,,,,,,2021-05-13,2021-07-13
ASX-GNC,AUD,GRAINCORP LTD,Food & Staples Retailing,ASX200,0.0,0.06,0.04%,4122.61%,"5,635,361",,0.20%,2021-05-13,2021-07-13
VJET,USD,VOXELJET AG,,,,,,,,,,2021-05-14,2021-07-13
BIDU,USD,BAIDU INC,,,,,,,,,,2021-05-17,2021-07-13
ASX-AAC,AUD,AUSTRALIAN AGRICULTURAL COMPANY LTD,"Food, Beverage & Tobacco",NORMAL,0.0,0.0,0.00%,18.86%,"341,168",,-1.09%,2021-05-17,2021-07-13
ASX-JHX,AUD,JAMES HARDIE INDUSTRIES PLC,Materials,ASX200,0.0,0.68,0.02%,383897.30%,"56,261,416",,-1.59%,2021-05-17,2021-07-13
ASX-ELD,AUD,ELDERS LTD,"Food, Beverage & Tobacco",ASX200,0.0,0.09,0.04%,6378.70%,"7,327,408",,-1.43%,2021-05-17,2021-07-13
ASX-IPL,AUD,INCITEC PIVOT LTD,Materials,ASX200,0.0,0.22,0.03%,537.75%,"15,771,548",,-2.05%,2021-05-17,2021-07-13
XONE,USD,EXONE CO,,,,,,,,,,2021-05-17,2021-07-13
HD,USD,HOME DEPOT INC,,,,,,,,,,2021-05-18,2021-07-13
LOW,USD,LOWE'S COMPANIES INC,,,,,,,,,,2021-05-18,2021-07-13
TGT,USD,TARGET CORP,,,,,,,,,,2021-05-18,2021-07-13
WMT,USD,WALMART INC,,,,,,,,,,2021-05-18,2021-07-13
ASX-ALL,AUD,ARISTOCRAT LEISURE LTD,Consumer Services,ASX200,0.0,0.98,0.02%,203775.99%,"77,496,823",,-0.97%,2021-05-18,2021-07-13
BIDU,USD,BAIDU INC,,,,,,,,,,2021-05-18,2021-07-13
ASX-JHX,AUD,JAMES HARDIE INDUSTRIES PLC,Materials,ASX200,0.0,0.68,0.02%,383897.30%,"56,261,416",,-1.59%,2021-05-18,2021-07-13
NVDA,USD,NVIDIA CORP,,,,,,,,,,2021-05-19,2021-07-13
BBY,USD,BEST BUY CO INC,,,,,,,,,,2021-05-19,2021-07-13
TGT,USD,TARGET CORP,,,,,,,,,,2021-05-19,2021-07-13
LOW,USD,LOWE'S COMPANIES INC,,,,,,,,,,2021-05-19,2021-07-13
ASX-WEB,AUD,WEBJET LTD,Retailing,ASX200,,0.08,7.71%,0.00%,"34,644,605",,-5.71%,2021-05-19,2021-07-13
FUTU,USD,FUTU HOLDINGS LTD,,,,,,,,,,2021-05-19,2021-07-13
ASX-NUF,AUD,NUFARM LTD,Materials,ASX200,,0.12,0.02%,8.68%,"4,607,379",,-2.01%,2021-05-19,2021-07-13
ASX-AAC,AUD,AUSTRALIAN AGRICULTURAL COMPANY LTD,"Food, Beverage & Tobacco",NORMAL,0.0,0.0,0.00%,18.86%,"341,168",,-1.09%,2021-05-19,2021-07-13
BABA,USD,ALIBABA GROUP HOLDING LTD,,,,,,,,,,2021-05-20,2021-07-13
ASX-NUF,AUD,NUFARM LTD,Materials,ASX200,,0.12,0.02%,8.68%,"4,607,379",,-2.01%,2021-05-20,2021-07-13
PDD,USD,PINDUODUO INC,,,,,,,,,,2021-05-20,2021-07-13
DE,USD,DEERE & CO,,,,,,,,,,2021-05-21,2021-07-13
ASX-ALL,AUD,ARISTOCRAT LEISURE LTD,Consumer Services,ASX200,0.0,0.98,0.02%,203775.99%,"77,496,823",,-0.97%,2021-05-23,2021-07-13
ASX-STG,AUD,STRAKER TRANSLATIONS LTD,Media & Entertainment,NORMAL,0.0,0.0,0.00%,59.82%,"119,275",,-2.90%,2021-05-24,2021-07-13
HPQ,USD,HP INC,,,,,,,,,,2021-05-25,2021-07-13
ASX-TNE,AUD,TECHNOLOGYONE LTD,Software & Services,ASX200,0.0,0.17,0.01%,76.13%,"4,666,325",,-1.94%,2021-05-25,2021-07-13
ZS,USD,ZSCALER INC,,,,,,,,,,2021-05-25,2021-07-13
ASX-HNG,AUD,HGL LTD,Capital Goods,PENNY STOCK,5.5,0.0,0.00%,0.01%,98,0.22,6.82%,2021-05-25,2021-07-13
ZS,USD,ZSCALER INC,,,,,,,,,,2021-05-26,2021-07-13
ULTA,USD,ULTA BEAUTY INC,,,,,,,,,,2021-05-26,2021-07-13
ASX-ALQ,AUD,ALS LTD,Commercial & Professional Services,ASX200,0.0,0.2,0.01%,1506.68%,"27,005,806",,-2.76%,2021-05-26,2021-07-13
ASX-MSB,AUD,MESOBLAST LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.01%,94.87%,"3,080,486",,-1.46%,2021-05-26,2021-07-13
NVDA,USD,NVIDIA CORP,,,,,,,,,,2021-05-26,2021-07-13
ASX-CAT,AUD,CATAPULT GROUP INTERNATIONAL LTD,Technology Hardware & Equipment,NORMAL,,0.0,0.09%,19.04%,"987,441",,2.65%,2021-05-26,2021-07-13
PDD,USD,PINDUODUO INC,,,,,,,,,,2021-05-26,2021-07-13
EH,USD,EHANG HOLDINGS LTD,,,,,,,,,,2021-05-27,2021-07-13
ULTA,USD,ULTA BEAUTY INC,,,,,,,,,,2021-05-27,2021-07-13
BBY,USD,BEST BUY CO INC,,,,,,,,,,2021-05-27,2021-07-13
HPQ,USD,HP INC,,,,,,,,,,2021-05-27,2021-07-13
ASX-TGA,AUD,THORN GROUP LTD,Retailing,PENNY STOCK,7.0,0.0,0.00%,0.00%,"81,579",0.21,0.00%,2021-05-28,2021-07-13
DOCU,USD,DOCUSIGN INC,,,,,,,,,,2021-06-02,2021-07-13
MDB,USD,MONGODB INC,,,,,,,,,,2021-06-02,2021-07-13
LULU,USD,LULULEMON ATHLETICA INC,,,,,,,,,,2021-06-03,2021-07-13
MDB,USD,MONGODB INC,,,,,,,,,,2021-06-03,2021-07-13
LULU,USD,LULULEMON ATHLETICA INC,,,,,,,,,,2021-06-09,2021-07-13
ORCL,USD,ORACLE CORP,,,,,,,,,,2021-06-14,2021-07-13
ORCL,USD,ORACLE CORP,,,,,,,,,,2021-06-15,2021-07-13
EH,USD,EHANG HOLDINGS LTD,,,,,,,,,,2021-06-15,2021-07-13
ASX-MTS,AUD,METCASH LTD,Food & Staples Retailing,ASX200,0.0,0.16,0.36%,913368.17%,"11,861,912",,0.00%,2021-06-21,2021-07-13
BB,USD,BLACKBERRY LTD,,,,,,,,,,2021-06-22,2021-07-13
ACN,USD,ACCENTURE PLC,,,,,,,,,,2021-06-23,2021-07-13
NKE,USD,NIKE INC,,,,,,,,,,2021-06-23,2021-07-13
FDX,USD,FEDEX CORP,,,,,,,,,,2021-06-24,2021-07-13
ACN,USD,ACCENTURE PLC,,,,,,,,,,2021-06-24,2021-07-13
NKE,USD,NIKE INC,,,,,,,,,,2021-06-24,2021-07-13
BB,USD,BLACKBERRY LTD,,,,,,,,,,2021-06-24,2021-07-13
CCL,USD,CARNIVAL CORP,,,,,,,,,,2021-06-24,2021-07-13
MU,USD,MICRON TECHNOLOGY INC,,,,,,,,,,2021-06-28,2021-07-13
ASX-MTS,AUD,METCASH LTD,Food & Staples Retailing,ASX200,0.0,0.16,0.36%,913368.17%,"11,861,912",,0.00%,2021-06-28,2021-07-13
GIS,USD,GENERAL MILLS INC,,,,,,,,,,2021-06-29,2021-07-13
ASX-ALU,AUD,ALTIUM LTD,Software & Services,ASX200,0.0,0.28,0.02%,236.03%,"19,594,646",,0.72%,2021-06-30,2021-07-13
MU,USD,MICRON TECHNOLOGY INC,,,,,,,,,,2021-06-30,2021-07-13
GIS,USD,GENERAL MILLS INC,,,,,,,,,,2021-06-30,2021-07-13
WBA,USD,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,2021-07-01,2021-07-13
ASX-XF1,AUD,XREF LTD,Software & Services,PENNY STOCK,-14.3,0.0,0.00%,0.00%,"250,611",0.43,3.49%,2021-07-05,2021-07-13
WBA,USD,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,2021-07-07,2021-07-13
CCL,USD,CARNIVAL CORP,,,,,,,,,,2021-07-08,2021-07-13
PEP,USD,PEPSICO INC,,,,,,,,,,2021-07-12,2021-07-13
GS,USD,GOLDMAN SACHS GROUP INC,,,,,,,,,,2021-07-13,2021-07-13
JPM,USD,JPMORGAN CHASE & CO,,,,,,,,,,2021-07-13,2021-07-13
UNH,USD,UNITEDHEALTH GROUP INC,,,,,,,,,,2021-07-13,2021-07-13
PEP,USD,PEPSICO INC,,,,,,,,,,2021-07-13,2021-07-13
ABT,USD,ABBOTT LABORATORIES,,,,,,,,,,2021-07-14,2021-07-13
BAC,USD,BANK OF AMERICA CORP,,,,,,,,,,2021-07-14,2021-07-13
C,USD,CITIGROUP INC,,,,,,,,,,2021-07-14,2021-07-13
MS,USD,MORGAN STANLEY,,,,,,,,,,2021-07-14,2021-07-13
PNC,USD,PNC FINANCIAL SERVICES GROUP INC,,,,,,,,,,2021-07-14,2021-07-13
WFC,USD,WELLS FARGO & CO,,,,,,,,,,2021-07-14,2021-07-13
NFLX,USD,NETFLIX INC,,,,,,,,,,2021-07-14,2021-07-13
BK,USD,BANK OF NEW YORK MELLON CORP,,,,,,,,,,2021-07-15,2021-07-13
USB,USD,U.S. BANCORP,,,,,,,,,,2021-07-15,2021-07-13
USB,USD,US BANCORP,,,,,,,,,,2021-07-15,2021-07-13
MS,USD,MORGAN STANLEY,,,,,,,,,,2021-07-15,2021-07-13
UNH,USD,UNITEDHEALTH GROUP INC,,,,,,,,,,2021-07-15,2021-07-13
KO,USD,COCA-COLA CO,,,,,,,,,,2021-07-19,2021-07-13
HAL,USD,HALLIBURTON CO,,,,,,,,,,2021-07-19,2021-07-13
IBM,USD,INTERNATIONAL BUSINESS MACHINES CORP,,,,,,,,,,2021-07-19,2021-07-13
LMT,USD,LOCKHEED MARTIN CORP,,,,,,,,,,2021-07-19,2021-07-13
IBKR,USD,INTERACTIVE BROKERS GROUP INC,,,,,,,,,,2021-07-19,2021-07-13
PLD,USD,PROLOGIS INC,,,,,,,,,,2021-07-19,2021-07-13
MSFT,USD,MICROSOFT CORP,,,,,,,,,,2021-07-20,2021-07-13
NDAQ,USD,NASDAQ INC,,,,,,,,,,2021-07-20,2021-07-13
LVS,USD,LAS VEGAS SANDS CORP,,,,,,,,,,2021-07-20,2021-07-13
PM,USD,PHILIP MORRIS INTERNATIONAL INC,,,,,,,,,,2021-07-20,2021-07-13
TSLA,USD,TESLA INC,,,,,,,,,,2021-07-20,2021-07-13
TDY,USD,TELEDYNE TECHNOLOGIES INC,,,,,,,,,,2021-07-20,2021-07-13
HAL,USD,HALLIBURTON CO,,,,,,,,,,2021-07-20,2021-07-13
TRV,USD,TRAVELERS COMPANIES INC,,,,,,,,,,2021-07-20,2021-07-13
NFLX,USD,NETFLIX INC,,,,,,,,,,2021-07-20,2021-07-13
ASX-SYR,AUD,SYRAH RESOURCES LTD,Materials,NORMAL,0.0,0.0,0.04%,27.82%,"1,267,189",,-2.84%,2021-07-20,2021-07-13
IBKR,USD,INTERACTIVE BROKERS GROUP INC,,,,,,,,,,2021-07-20,2021-07-13
T,USD,AT&T INC,,,,,,,,,,2021-07-21,2021-07-13
DHR,USD,DANAHER CORP,,,,,,,,,,2021-07-21,2021-07-13
FCX,USD,FREEPORT-MCMORAN INC,,,,,,,,,,2021-07-21,2021-07-13
JNJ,USD,JOHNSON & JOHNSON,,,,,,,,,,2021-07-21,2021-07-13
KMB,USD,KIMBERLY-CLARK CORP,,,,,,,,,,2021-07-21,2021-07-13
TRV,USD,TRAVELERS COMPANIES INC,,,,,,,,,,2021-07-21,2021-07-13
UNP,USD,UNION PACIFIC CORP,,,,,,,,,,2021-07-21,2021-07-13
VZ,USD,VERIZON COMMUNICATIONS INC,,,,,,,,,,2021-07-21,2021-07-13
INTC,USD,INTEL CORP,,,,,,,,,,2021-07-21,2021-07-13
ANTM,USD,ANTHEM INC,,,,,,,,,,2021-07-21,2021-07-13
ASX-CIM,AUD,CIMIC GROUP LTD,Capital Goods,ASX200,0.0,0.47,0.04%,0.00%,"5,742,318",,-0.91%,2021-07-21,2021-07-13
NDAQ,USD,NASDAQ INC,,,,,,,,,,2021-07-21,2021-07-13
KO,USD,COCA-COLA CO,,,,,,,,,,2021-07-21,2021-07-13
HON,USD,HONEYWELL INTERNATIONAL INC,,,,,,,,,,2021-07-22,2021-07-13
SLB,USD,SCHLUMBERGER NV,,,,,,,,,,2021-07-22,2021-07-13
T,USD,AT&T INC,,,,,,,,,,2021-07-22,2021-07-13
DHR,USD,DANAHER CORP,,,,,,,,,,2021-07-22,2021-07-13
UNP,USD,UNION PACIFIC CORP,,,,,,,,,,2021-07-22,2021-07-13
ABT,USD,ABBOTT LABORATORIES,,,,,,,,,,2021-07-22,2021-07-13
ASX-KOV,AUD,KORVEST LTD,Capital Goods,NORMAL,0.0,0.0,0.00%,0.56%,"90,635",,1.15%,2021-07-22,2021-07-13
FCX,USD,FREEPORT-MCMORAN INC,,,,,,,,,,2021-07-22,2021-07-13
NEM,USD,NEWMONT CORPORATION,,,,,,,,,,2021-07-22,2021-07-13
INTC,USD,INTEL CORP,,,,,,,,,,2021-07-22,2021-07-13
KMB,USD,KIMBERLY-CLARK CORP,,,,,,,,,,2021-07-23,2021-07-13
ASX-MLT,AUD,MILTON CORP LTD,Not Applic,NORMAL,0.0,0.0,0.00%,0.00%,"4,524,220",,-1.41%,2021-07-23,2021-07-13
SLB,USD,SCHLUMBERGER NV,,,,,,,,,,2021-07-23,2021-07-13
MMM,USD,3M CO,,,,,,,,,,2021-07-26,2021-07-13
GLW,USD,CORNING INC,,,,,,,,,,2021-07-26,2021-07-13
BEN,USD,FRANKLIN RESOURCES INC,,,,,,,,,,2021-07-26,2021-07-13
MCD,USD,MCDONALD'S CORP,,,,,,,,,,2021-07-26,2021-07-13
NOV,USD,NOV INC,,,,,,,,,,2021-07-26,2021-07-13
PFE,USD,PFIZER INC,,,,,,,,,,2021-07-26,2021-07-13
SCCO,USD,SOUTHERN COPPER CORP,,,,,,,,,,2021-07-26,2021-07-13
V,USD,VISA INC,,,,,,,,,,2021-07-26,2021-07-13
AMD,USD,ADVANCED MICRO DEVICES INC,,,,,,,,,,2021-07-26,2021-07-13
EQR,USD,EQUITY RESIDENTIAL,,,,,,,,,,2021-07-26,2021-07-13
BXP,USD,BOSTON PROPERTIES INC,,,,,,,,,,2021-07-26,2021-07-13
CRSP,USD,CRISPR THERAPEUTICS AG,,,,,,,,,,2021-07-26,2021-07-13
QGEN,USD,QIAGEN NV,,,,,,,,,,2021-07-26,2021-07-13
PRLB,USD,PROTO LABS INC,,,,,,,,,,2021-07-26,2021-07-13
ASX-GUD,AUD,GUD HOLDINGS LTD,Automobiles & Components,ASX200,0.0,0.05,0.07%,11.74%,"2,693,410",,-2.31%,2021-07-26,2021-07-13
AGNC,USD,AGNC INVESTMENT CORP,,,,,,,,,,2021-07-26,2021-07-13
ASX-AFI,AUD,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LTD,Not Applic,NORMAL,0.0,0.0,0.00%,9.64%,"3,030,116",,-0.51%,2021-07-26,2021-07-13
LMT,USD,LOCKHEED MARTIN CORP,,,,,,,,,,2021-07-26,2021-07-13
BA,USD,BOEING CO,,,,,,,,,,2021-07-27,2021-07-13
GD,USD,GENERAL DYNAMICS CORP,,,,,,,,,,2021-07-27,2021-07-13
GE,USD,GENERAL ELECTRIC CO,,,,,,,,,,2021-07-27,2021-07-13
GM,USD,GENERAL MOTORS CO,,,,,,,,,,2021-07-27,2021-07-13
UPS,USD,UNITED PARCEL SERVICE INC,,,,,,,,,,2021-07-27,2021-07-13
CCI,USD,CROWN CASTLE INTERNATIONAL CORP,,,,,,,,,,2021-07-27,2021-07-13
AVB,USD,AVALONBAY COMMUNITIES INC,,,,,,,,,,2021-07-27,2021-07-13
YUMC,USD,YUM CHINA HOLDINGS INC,,,,,,,,,,2021-07-27,2021-07-13
SBUX,USD,STARBUCKS CORP,,,,,,,,,,2021-07-27,2021-07-13
SHOP,USD,SHOPIFY INC,,,,,,,,,,2021-07-27,2021-07-13
PYPL,USD,PAYPAL HOLDINGS INC,,,,,,,,,,2021-07-27,2021-07-13
TDOC,USD,TELADOC HEALTH INC,,,,,,,,,,2021-07-27,2021-07-13
MMM,USD,3M CO,,,,,,,,,,2021-07-27,2021-07-13
NOV,USD,NOV INC,,,,,,,,,,2021-07-27,2021-07-13
ASX-FTT,AUD,FACTOR THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,,0.0,0.00%,0.00%,0,0.005,0.00%,2021-07-27,2021-07-13
ASX-FLN,AUD,FREELANCER LTD,Commercial & Professional Services,NORMAL,,0.0,0.00%,1316.53%,"400,070",,-4.65%,2021-07-27,2021-07-13
ASX-AMH,AUD,AMCIL LTD,Not Applic,NORMAL,0.0,0.0,0.00%,265.47%,"185,406",,0.96%,2021-07-27,2021-07-13
MSFT,USD,MICROSOFT CORP,,,,,,,,,,2021-07-27,2021-07-13
ASX-360,AUD,LIFE360 INC,Software & Services,NORMAL,0.0,0.0,0.00%,56.69%,"2,895,516",,0.29%,2021-07-27,2021-07-13
GLW,USD,CORNING INC,,,,,,,,,,2021-07-27,2021-07-13
V,USD,VISA INC,,,,,,,,,,2021-07-27,2021-07-13
EQR,USD,EQUITY RESIDENTIAL,,,,,,,,,,2021-07-27,2021-07-13
WM,USD,WASTE MANAGEMENT INC,,,,,,,,,,2021-07-27,2021-07-13
AAPL,USD,APPLE INC,,,,,,,,,,2021-07-28,2021-07-13
AMZN,USD,AMAZON.COM INC,,,,,,,,,,2021-07-28,2021-07-13
FB,USD,FACEBOOK INC,,,,,,,,,,2021-07-28,2021-07-13
